n.;identificator;Age years;Body weight;withers height;hip height;chest depth;chest width;ilium width;sciatic tubercle width;oblique body length;oblique rear length;heart girth;metacarpus girth;backside half-girth
957;пнд-22584;5;540;131;131;68;54;61;24;187;58;181;24;110
958;пнд-22586;5;550;128;129;68;55;62;24;190;59;185;27;106
959;пнд-22587;3;491;129;131;67;40;52;21;177;54;187;21;107
960;пнд-22588;3;490;127;129;62;42;45;20;143;52;198;20;108
961;пнд-22590;5;520;129;130;64;42;46;21;145;50;199;21;107
962;пнд-23138;5;570;129;130;64;47;49;23;149;52;200;23;114
963;пнд-23529;5;580;132;133;70;55;60;25;152;56;200;21;112
964;пнд-24539;3;498;128;129;64;54;50;21;161;55;198;23;118
965;пнд-24547;5;543;129;131;65;55;50;22;164;54;190;24;115
966;пнд-24550;5;560;130;131;63;53;51;21;160;55;187;21;110
967;пнд-24551;5;560;130;132;65;55;52;22;148;54;192;22;110
968;пнд-25351;3;476;130;131;60;57;54;22;152;57;193;22;108
969;пнд-25557;5;550;131;132;62;58;58;24;157;57;195;21;112
970;пнд-26357;5;547;130;131;68;60;59;24;161;56;197;22;110
971;пнд-26559;5;550;129;130;69;61;60;25;159;51;192;20;112
972;пнд-26560;5;560;130;131;60;50;57;21;157;57;168;21;110
973;пнд-26561;3;468;130;128;59;50;53;22;150;51;190;20;110
974;пнд-28566;5;520;131;131;60;50;54;22;152;51;190;20;110
975;пнд-29572;3;490;129;130;55;50;52;22;151;50;190;20;110
976;пнд-31102;3;481;130;131;69;41;53;23;179;56;188;21;108
977;пнд-31307;5;560;129;130;64;42;54;24;181;57;180;22;107
978;пнд-31501;3;490;129;130;65;46;48;20;145;54;198;22;112
979;пнд-31707;3;490;128;129;59;45;54;23;180;55;180;24;109
980;пнд-31727;5;521;129;130;60;47;55;24;179;24;179;20;108
981;пнд-33122;3;498;131;134;62;48;57;24;180;58;180;23;109
982;пнд-33126;3;487;130;130;63;49;58;23;181;57;178;20;109
983;пнд-33127;3;491;130;131;63;50;53;23;178;55;187;20;108
984;пнд-33515;3;480;124;131;64;51;54;22;180;56;181;21;107
985;пнд-33517;3;490;128;129;65;47;49;20;150;55;199;21;110
986;пнд-33524;5;550;128;131;64;55;51;21;179;56;180;21;109
987;пнд-33740;5;500;129;132;58;45;54;21;180;55;179;22;108
988;пнд-33745;5;540;130;131;59;42;55;23;179;55;187;21;109
989;пнд-34128;5;520;131;132;60;45;35;22;173;54;179;22;110
990;пнд-34334;5;500;127;129;64;48;50;21;151;56;200;21;112
991;пнд-34335;5;514;131;132;54;40;54;22;178;55;179;22;108
992;пнд-34336;3;487;129;131;55;41;53;22;179;50;180;21;109
993;пнд-34339;3;490;130;131;54;42;54;21;179;56;181;21;109
994;пнд-34341;5;500;130;137;55;48;56;23;179;56;180;23;107
995;пнд-34532;5;552;130;132;55;47;55;27;174;57;181;22;108
996;пнд-34340;5;500;129;131;54;42;55;21;178;55;179;22;110
997;пнд-35545;5;560;130;132;60;45;57;23;177;55;188;22;109
998;пнд-35548;3;480;130;131;64;41;54;22;178;54;187;20;108
999;пнд-37552;5;621;131;132;64;40;52;22;179;56;188;21;109
1000;пнд-41711;3;478;130;132;60;45;57;23;177;55;188;22;109
1001;пнд-42504;5;550;130;129;59;44;58;23;178;56;190;21;110
1002;пнд-35350;5;541;129;132;65;41;53;22;178;55;189;20;109
1003;пнд-11554;5;500;130;132;63;50;53;22;155;47;182;24;108
1004;пнд-22365;5;500;128;129;65;41;55;22;174;55;186;22;108
1005;пнд-25350;5;514;129;128;62;40;55;22;174;56;186;22;108
1006;пнд-34542;5;550;129;130;57;40;52;22;177;54;187;21;108
1007;пнд-16346;5;500;130;129;74;43;47;20;198;57;180;22;107
1008;пнд-00363;5;600;128;130;74;46;66;31;162;51;198;20;102
1009;пнд-00553;5;550;127;128;72;43;55;30;164;52;199;20;100
1010;пнд-01104;5;550;122;126;72;45;44;23;165;50;159;24;100
1011;пнд-01108;5;500;127;129;70;53;50;23;154;53;199;20;101
1012;пнд-01301;5;600;128;131;75;45;55;26;184;55;200;25;120
1013;пнд-01302;5;500;129;131;70;45;53;24;161;55;192;24;120
1014;пнд-01303;3;420;125;130;70;45;50;23;149;50;189;20;104
1015;пнд-01305;5;550;129;133;76;50;55;24;170;58;200;25;120
1016;пнд-01309;5;555;124;128;75;33;52;24;117;60;200;25;115
1017;пнд-01503;5;550;130;132;70;45;22;145;154;50;196;25;115
1018;пнд-01505;5;600;129;134;74;54;54;180;185;54;200;25;120
1019;пнд-01508;5;630;130;133;80;48;58;22;174;56;195;24;113
1020;пнд-01703;5;560;129;132;78;45;56;22;175;55;197;25;108
1021;пнд-01706;5;500;130;131;77;46;55;23;175;55;198;25;109
1022;пнд-01707;5;580;128;129;75;44;55;27;157;54;187;25;105
1023;пнд-02110;5;500;125;128;70;45;52;25;141;54;193;25;108
1024;пнд-02510;5;500;127;128;69;67;50;24;161;53;151;24;120
1025;пнд-02511;5;550;123;127;70;50;45;50;167;53;184;24;106
1026;пнд-03117;5;580;129;131;70;70;55;25;150;50;74;24;111
1027;пнд-03121;5;550;125;129;68;49;53;22;187;50;190;24;120
1028;пнд-03316;5;550;128;133;70;46;51;23;167;54;195;25;107
1029;пнд-03319;5;550;130;131;70;48;54;22;163;52;192;24;108
1030;пнд-03320;5;500;125;127;70;42;50;23;165;54;189;25;107
1031;пнд-03323;5;550;125;130;75;50;50;23;160;55;200;24;115
1032;пнд-03331;5;500;127;128;74;45;51;27;167;54;189;25;108
1033;пнд-03516;5;600;133;135;75;45;52;22;164;50;189;22;107
1034;пнд-03520;5;550;127;129;70;47;50;22;158;57;200;25;110
1035;пнд-03524;3;470;129;129;69;54;54;21;154;52;200;25;112
1036;пнд-03525;5;550;130;131;67;42;55;21;178;55;186;20;108
1037;пнд-04339;5;522;120;123;70;45;50;22;150;50;190;20;106
1038;пнд-07141;5;500;128;132;72;45;50;27;154;50;200;24;110
1039;пнд-11110;5;570;128;130;67;45;57;21;178;54;188;21;109
1040;пнд-11112;5;500;127;130;67;42;51;21;177;53;188;21;104
1041;пнд-11114;5;550;127;130;67;42;51;21;177;53;188;21;104
1042;пнд-12121;5;500;127;130;65;42;52;23;174;50;190;21;102
1043;пнд-14328;5;570;129;131;67;43;52;24;175;51;191;22;105
1044;пнд-15336;5;550;129;129;76;48;51;28;160;55;149;24;111
1045;пнд-21109;5;550;127;129;70;48;51;29;158;51;194;22;106
1046;пнд-21112;5;500;125;128;71;50;52;28;152;50;198;22;102
1047;пнд-22119;5;570;127;132;74;47;52;24;160;52;220;24;108
1048;пнд-22188;5;541;127;129;64;43;61;21;175;50;184;21;106
1049;пнд-22382;3;400;128;130;65;45;62;22;175;51;185;22;108
1050;пнд-23531;3;400;129;130;60;43;63;21;169;51;184;24;104
1051;пнд-24546;5;524;128;129;71;52;50;24;150;50;199;22;108
1052;пнд-24705;5;550;128;129;75;55;50;24;152;51;198;24;108
1053;пнд-31107;5;580;129;130;60;42;63;21;170;50;173;21;105
1054;пнд-31302;5;560;128;129;60;40;62;20;159;51;174;20;104
1055;пнд-32002;5;450;127;129;67;39;49;24;150;49;190;24;115
1056;пнд-32005;5;500;125;123;66;45;47;23;160;47;180;24;110
1057;пнд-32008;5;587;122;130;65;42;48;26;148;48;187;24;110
1058;пнд-32010;5;510;125;127;58;41;49;24;150;49;187;25;105
1059;пнд-32014;5;550;124;136;72;38;47;23;158;47;190;24;107
1060;пнд-32020;5;542;122;127;64;45;50;25;155;50;188;21;108
1061;пнд-32025;5;530;122;127;69;46;50;21;155;50;190;24;120
1062;пнд-32031;5;550;125;130;70;46;53;24;150;53;179;24;117
1063;пнд-22191;5;580;130;131;72;45;47;22;200;52;196;21;106
1064;пнд-32001;5;541;122;127;69;49;50;25;152;50;200;20;112
1065;пнд-32033;5;580;127;136;74;47;57;26;160;51;215;24;120
1066;пнд-32038;5;500;120;134;68;43;47;21;152;47;185;24;110
1067;пнд-32044;5;541;127;134;68;40;47;23;148;47;190;24;112
1068;пнд-3205;5;550;129;129;76;46;51;24;150;51;200;24;118
1069;пнд-32057;5;541;120;134;61;43;49;22;150;49;180;24;105
1070;пнд-32061;5;500;122;135;69;47;51;24;152;46;182;24;108
1071;пнд-32064;5;580;125;136;69;43;50;26;160;50;200;25;118
1072;пнд-32067;5;584;122;136;69;44;45;22;140;45;185;24;112
1073;пнд-32068;5;500;124;135;65;38;46;24;152;46;200;25;104
1074;пнд-32069;5;521;124;125;67;43;45;25;148;45;179;24;110
1075;пнд-32072;5;570;125;138;69;45;50;25;150;48;196;25;115
1076;пнд-32078;5;541;124;135;69;41;50;24;160;50;193;24;120
1077;пнд-32079;5;520;119;134;66;37;44;21;150;44;195;20;121
1078;пнд-32082;5;541;119;124;67;42;50;25;142;50;190;24;105
1079;пнд-32093;5;521;118;124;69;43;50;24;155;50;193;20;110
1080;пнд-32097;5;541;125;135;66;42;50;23;148;50;198;24;108
1081;пнд-32098;5;550;126;135;68;48;50;21;155;50;190;24;112
1082;пнд-32100;5;542;123;138;63;46;42;25;150;49;190;25;110
1083;пнд-32106;5;550;127;124;68;48;51;23;160;51;196;24;110
1084;пнд-32116;5;500;123;128;68;42;48;24;150;48;190;24;110
1085;пнд-32121;5;520;125;121;65;34;47;25;155;42;180;25;110
1086;пнд-32125;5;500;114;129;61;45;49;23;145;49;180;26;108
1087;пнд-32126;5;550;125;126;65;34;47;25;155;47;180;25;110
1088;пнд-32127;5;521;125;126;65;34;48;25;155;42;180;25;110
1089;пнд-32130;3;450;124;127;65;43;48;25;140;48;195;24;110
1090;пнд-32511;5;521;131;129;68;41;64;20;179;55;187;21;107
1091;пнд-33124;5;541;130;130;67;40;63;21;173;54;186;20;105
1092;пнд-33327;5;500;126;131;52;45;57;20;168;50;180;21;107
1093;пнд-33333;5;573;127;131;67;45;47;20;180;51;191;21;105
1094;пнд-33516;5;500;127;131;67;45;47;20;180;51;191;21;105
1095;пнд-33520;5;541;124;130;67;47;48;21;181;52;190;20;107
1096;пнд-33523;5;540;130;131;67;45;55;20;179;51;187;21;108
1097;пнд-33526;5;587;129;128;65;42;63;21;180;50;189;21;108
1098;пнд-33529;5;520;131;129;57;46;61;21;179;53;191;21;108
1099;пнд-34533;5;500;130;129;55;47;64;24;178;52;190;22;110
1100;пнд-34539;3;450;131;128;57;42;64;24;180;50;184;24;107
1101;пнд-35139;5;580;128;129;40;59;20;179;53;53;187;20;108
1102;пнд-35343;5;550;128;130;58;41;59;21;179;53;187;20;108
1103;пнд-35137;5;550;129;129;58;41;67;20;179;53;187;22;108
1104;пнд-35349;5;520;127;129;50;44;53;20;168;51;180;21;103
1105;пнд-35547;5;500;128;129;51;43;54;21;167;50;179;20;103
1106;пнд-36143;5;521;129;131;52;45;51;21;168;51;178;21;105
1107;пнд-36550;5;541;128;129;51;47;52;20;168;52;179;22;107
1108;пнд-42716;5;550;127;129;62;42;51;20;178;50;196;21;110
1109;пнд-45006;5;550;119;124;65;39;49;22;148;49;199;27;112
1110;пнд-45008;5;532;118;129;66;37;43;20;145;43;173;25;110
1111;пнд-45020;5;500;122;125;68;40;44;21;140;44;175;20;100
1112;пнд-45023;5;550;120;125;67;43;50;23;160;50;190;24;110
1113;пнд-5503;5;542;122;134;67;40;48;23;165;48;198;24;115
1114;пнд-5544;5;500;126;136;71;42;55;23;160;53;195;20;110
1115;пнд-5552;5;550;127;132;66;39;47;23;148;47;175;25;108
1116;пнд-5563;5;554;124;127;67;49;53;25;145;50;195;21;108
1117;пнд-5594;5;550;127;136;67;42;51;24;154;48;197;20;115
1118;пнд-5612;5;570;129;128;68;46;54;22;150;52;200;24;112
1119;пнд-5614;5;580;125;121;67;39;42;21;145;42;186;24;112
1120;пнд-90352;5;500;122;127;72;44;45;47;165;47;210;21;101
1121;пнд-90548;5;580;126;133;78;49;55;45;158;55;207;21;112
1122;пнд-90550;5;550;125;127;49;55;45;45;149;52;198;21;104
1123;пнд-91301;5;550;137;133;79;48;52;40;158;50;212;21;110
1124;пнд-91305;5;550;135;129;78;50;56;44;146;52;210;24;112
1125;пнд-91306;5;541;130;127;70;49;50;40;140;52;200;21;112
1126;пнд-91501;5;570;128;134;68;42;45;24;162;47;180;21;112
1127;пнд-92309;5;521;133;136;69;45;50;42;143;46;198;21;105
1128;пнд-92502;5;600;132;135;68;45;51;40;143;47;199;21;112
1129;пнд-92503;5;600;125;133;72;42;48;45;154;52;195;21;115
1130;пнд-92504;5;580;130;131;69;42;48;22;166;51;187;20;105
1131;пнд-93313;5;550;125;134;72;43;50;47;154;52;198;24;108
1132;пнд-93316;5;500;133;136;75;52;54;43;158;53;214;23;110
1133;пнд-93318;5;500;133;135;75;52;54;45;158;53;200;25;112
1134;пнд-96343;5;590;132;124;74;42;54;24;154;56;201;24;111
1135;пнд-96345;5;600;132;124;74;42;54;29;154;50;212;20;100
1136;пнд-96544;3;470;126;133;49;55;24;30;158;55;200;25;112
1137;пнд-99154;5;600;125;132;75;48;55;25;159;56;200;24;112
1138;пнд-99546;5;570;126;133;75;48;55;24;158;54;200;20;119
1139;пнд-99547;5;600;131;124;74;43;54;24;154;56;195;21;53
1140;пнд-62132;5;600;121;130;63;46;42;23;143;44;195;24;100
1141;пнд-01107;5;500;126;125;72;53;45;23;150;50;200;20;110
1142;пнд-32015;5;550;115;120;67;43;50;23;140;50;190;24;110
1143;пнд-32055;3;400;124;132;66;43;48;21;145;48;187;23;108
1144;пнд-32040;5;550;130;139;66;45;45;22;148;45;190;26;108
1145;пнд-5630;3;470;126;122;66;41;45;25;140;45;180;24;110
1146;цса-30153;5;505;125;128;76;52;48;25;151;50;195;22;104
1147;цса-30567;5;480;129;135;72;46;53;25;162;48;189;19;110
1148;цса-30568;5;514;127;136;68;52;56;23;165;52;209;21;105
1149;цса-31365;5;550;128;131;78;48;56;27;146;54;212;23;109
1150;цса-32172;5;484;123;128;67;48;51;23;150;47;188;20;113
1151;цса-32176;5;540;125;128;65;48;55;27;155;52;202;23;109
1152;цса-32376;3;462;123;126;72;44;49;26;146;46;188;19;98
1153;цса-32584;5;529;128;129;73;45;53;24;166;47;195;23;104
1154;цса-32762;5;495;122;121;67;52;49;29;156;51;193;22;99
1155;цса-39148;5;501;125;130;67;49;51;27;152;48;190;21;113
1156;цса-40359;3;390;124;130;66;44;47;21;142;47;174;19;84
1157;цса-41301;3;525;126;135;68;51;54;25;157;52;197;23;105
1158;цса-41369;5;525;130;134;74;45;53;26;151;51;197;21;108
1159;цса-41781;5;527;128;135;68;47;50;28;161;50;197;21;104
1160;цса-42163;3;417;123;129;68;42;47;23;151;45;182;21;96
1161;цса-42312;3;430;125;128;74;45;47;26;134;47;187;19;116
1162;цса-42508;3;434;131;134;78;44;50;26;160;49;203;23;93
1163;цса-42510;3;400;125;128;67;44;52;27;140;48;188;19;99
1164;цса-42717;5;587;129;136;82;49;54;30;157;47;206;22;108
1165;цса-42734;5;518;125;135;78;49;53;25;159;48;205;23;105
1166;цса-42741;5;508;131;138;76;47;54;25;149;48;196;22;108
1167;цса-42744;5;501;124;127;69;48;53;26;150;55;197;20;106
1168;цса-42745;5;560;126;130;74;50;55;26;152;49;203;23;113
1169;цса-42748;3;460;127;133;78;41;53;24;154;47;191;20;108
1170;цса-42791;3;404;124;123;61;50;49;27;156;46;193;21;85
1171;цса-43117;3;376;127;130;64;43;46;25;142;45;179;19;105
1172;цса-43118;5;602;128;132;88;54;54;32;163;46;215;23;118
1173;цса-43120;3;454;125;133;68;44;46;26;167;45;189;21;91
1174;цса-43122;3;492;129;133;82;45;55;26;148;48;199;22;98
1175;цса-43320;3;470;124;129;67;48;52;27;154;47;189;22;104
1176;цса-43327;5;500;126;129;69;52;51;26;165;49;192;20;108
1177;цса-43514;5;605;132;139;82;58;52;28;167;53;209;23;112
1178;цса-43517;3;450;127;133;66;48;45;24;167;46;180;20;88
1179;цса-43751;3;364;117;119;62;43;46;21;134;43;173;19;92
1180;цса-44125;5;570;135;139;66;54;49;25;179;46;198;23;108
1181;цса-44132;3;469;126;128;68;49;53;26;146;46;192;20;108
1182;цса-44135;3;445;128;137;68;49;47;26;156;49;183;19;105
1183;цса-44338;3;420;124;128;72;39;50;23;152;45;184;19;103
1184;цса-44341;3;460;123;125;64;55;49;24;145;47;192;22;108
1185;цса-44343;5;545;128;132;86;58;56;28;157;48;201;22;107
1186;цса-44344;3;470;124;133;79;45;47;23;156;46;173;20;105
1187;цса-44346;5;500;123;131;68;52;42;26;162;44;195;22;109
1188;цса-44349;5;500;129;136;69;44;52;25;161;51;196;21;100
1189;цса-44524;5;510;137;135;77;58;54;22;160;52;208;22;112
1190;цса-44526;3;433;126;133;67;44;49;26;177;47;186;20;99
1191;цса-44529;5;540;128;136;84;52;54;25;153;52;198;20;107
1192;цса-44530;5;686;131;140;87;54;54;31;163;49;221;24;104
1193;цса-44531;3;410;125;135;64;49;50;25;148;50;180;19;107
1194;цса-45139;3;460;126;127;67;42;51;24;153;47;183;19;120
1195;цса-45533;3;485;125;128;68;45;54;25;162;48;191;22;104
1196;цса-45536;5;502;132;135;74;45;45;26;145;44;210;23;115
1197;цса-45538;5;524;127;134;68;48;54;26;166;49;193;22;103
1198;цса-46353;3;410;125;127;68;41;48;26;155;48;180;19;97
1199;цса-46354;5;513;130;136;71;46;53;28;160;48;202;23;105
1200;цса-46540;3;450;123;132;68;46;48;25;150;47;185;19;95
1201;цса-46541;5;500;127;133;75;45;51;27;160;50;193;21;101
1202;цса-46542;5;520;127;129;71;49;42;26;164;46;196;21;104
1203;цса-46755;5;600;128;137;82;52;50;25;158;51;203;22;118
1204;цса-47545;3;470;126;133;74;53;48;26;153;48;191;21;88
1205;цса-47758;5;524;125;134;76;48;54;26;154;48;201;19;105
1206;цса-49358;3;459;128;129;68;44;51;26;148;49;181;21;101
1207;цса-51102;3;448;128;132;69;47;49;25;146;48;183;20;101
1208;цса-51104;3;440;127;132;67;44;48;23;155;46;186;19;107
1209;цса-51105;3;465;130;136;76;47;52;28;158;45;189;19;102
1210;цса-51306;3;495;126;129;71;45;51;23;163;51;189;19;105
1211;цса-51702;3;450;125;132;56;45;45;24;150;44;192;23;105
1212;цса-51703;3;435;125;128;67;45;52;25;152;48;180;19;95
1213;цса-51704;3;467;123;129;74;46;51;25;152;45;186;20;92
1214;цса-51705;3;456;128;136;66;45;53;24;146;44;184;19;93
1215;цса-51706;5;554;124;127;84;53;54;28;151;54;206;23;110
1216;цса-51708;5;550;127;136;86;53;54;24;158;57;205;23;110
1217;цса-51709;5;510;123;127;74;46;52;25;146;43;193;23;110
1218;цса-51712;5;514;127;132;67;43;50;24;158;48;192;20;95
1219;цса-51714;3;395;122;124;67;38;46;24;146;43;177;20;102
1220;цса-51717;3;480;128;135;72;49;48;25;152;48;194;21;96
1221;цса-51719;3;440;129;135;69;41;56;26;142;49;178;19;90
1222;цса-51723;3;498;125;133;78;48;50;25;165;49;198;22;106
1223;цса-51724;3;426;125;127;64;46;50;28;147;47;181;20;114
1224;цса-52319;5;505;132;129;68;44;45;24;162;48;194;20;105
1225;цса-52321;5;405;124;132;67;44;45;24;145;47;180;19;97
1226;цса-52322;5;443;124;134;67;47;48;23;143;44;188;22;89
1227;цса-52323;5;500;124;133;70;41;46;27;155;47;191;20;104
1228;цса-52324;3;404;125;129;68;47;47;22;154;44;175;19;95
1229;цса-52327;3;465;128;130;67;48;48;24;145;45;189;21;105
1230;цса-52330;3;435;125;124;66;45;47;25;145;47;187;21;103
1231;цса-52726;5;506;125;136;75;46;53;26;153;48;190;23;104
1232;цса-52727;5;550;130;136;78;45;53;25;162;48;200;22;98
1233;цса-52728;3;440;124;126;67;45;50;23;153;48;186;20;98
1234;цса-52730;3;475;125;129;68;45;48;25;162;47;183;20;118
1235;цса-52733;3;480;128;134;68;44;48;28;158;47;191;20;102
1236;цса-52735;3;469;131;136;68;49;48;26;139;47;188;19;98
1237;цса-53118;3;386;127;134;67;48;47;21;157;46;183;20;115
1238;цса-53334;3;447;125;129;69;45;48;24;152;47;187;20;109
1239;цса-53336;5;542;125;132;69;50;44;28;157;47;201;22;105
1240;цса-53340;3;464;123;128;68;51;47;26;149;46;197;19;102
1241;цса-53344;3;470;127;132;74;47;48;21;158;48;185;20;111
1242;цса-53345;3;450;127;131;78;58;54;24;155;52;184;19;97
1243;цса-53505;3;456;124;131;67;47;51;26;152;43;183;21;108
1244;цса-53506;3;567;132;145;76;45;50;26;166;50;201;22;111
1245;цса-53509;3;495;126;135;84;53;48;26;146;48;196;22;100
1246;цса-53511;3;516;133;135;74;47;52;27;158;52;195;21;110
1247;цса-53516;3;424;128;129;67;45;48;24;144;46;175;19;106
1248;цса-53739;3;474;126;133;75;43;53;26;153;48;180;20;96
1249;цса-53740;5;540;126;134;76;49;50;23;159;48;194;21;109
1250;цса-54349;3;430;127;129;64;40;47;24;145;45;182;20;107
1251;цса-54350;3;424;126;132;65;47;45;22;149;47;180;19;92
1252;цса-54356;3;490;126;128;67;44;49;26;154;43;192;21;97
1253;цса-54521;5;530;135;139;76;47;53;26;150;53;193;20;107
1254;цса-54522;3;474;123;129;67;46;49;24;155;49;187;22;102
1255;цса-54524;3;483;123;134;69;50;52;26;163;52;191;21;115
1256;цса-54529;3;455;125;129;68;44;48;25;154;50;188;20;82
1257;цса-54533;3;395;131;133;68;43;49;25;156;48;183;19;97
1258;цса-54534;3;487;132;137;68;47;47;24;152;46;183;21;103
1259;цса-54745;3;455;119;132;69;41;50;25;150;48;186;19;98
1260;цса-55131;3;418;121;125;62;45;43;22;150;44;180;19;113
1261;цса-55143;3;470;127;133;69;44;49;27;153;45;185;20;108
1262;цса-55754;3;467;123;129;68;49;49;23;148;47;187;21;110
1263;цса-58552;3;460;124;134;68;48;47;22;143;47;188;20;102
1264;чфс-0038;5;582;130;133;57;54;50;26;177;50;180;23;110
1265;чфс-0040;5;570;131;133;58;55;50;25;173;52;181;22;108
1266;чфс-0046;5;575;130;131;62;60;57;24;178;55;183;22;103
1267;чфс-0086;5;587;130;131;62;53;57;25;181;55;186;22;86
1268;чфс-0116;5;565;130;134;61;50;48;24;164;47;175;22;103
1269;чфс-0118;5;570;130;133;65;67;44;24;169;51;186;22;88
1270;чфс-0119;5;561;129;133;62;58;57;25;180;57;185;22;97
1271;чфс-0122;5;572;129;132;62;63;64;26;175;65;190;22;99
1272;чфс-0128;5;561;129;131;62;60;59;24;179;57;185;22;100
1273;чфс-0132;5;584;129;132;64;65;58;26;166;52;187;22;80
1274;чфс-0146;5;563;129;132;64;65;60;24;164;55;177;22;96
1275;чфс-04002;5;580;130;132;62;60;58;26;177;55;185;22;92
1276;чфс-04004;5;581;131;133;64;63;60;26;175;59;185;22;109
1277;чфс-04008;5;576;130;132;64;66;58;25;170;50;187;22;103
1278;чфс-04016;5;563;130;134;61;60;58;24;180;51;118;22;108
1279;чфс-04018;5;577;129;132;64;65;58;26;170;50;182;22;89
1280;чфс-04022;5;565;128;130;57;56;58;25;166;56;182;22;86
1281;чфс-04024;5;580;130;133;65;58;56;26;177;56;183;22;101
1282;чфс-04032;5;569;127;130;65;58;54;24;168;54;175;21;81
1283;чфс-04034;5;558;128;131;62;60;52;25;170;54;181;22;109
1284;чфс-04036;5;568;129;131;66;52;54;24;181;53;190;22;95
1285;чфс-04040;5;560;128;130;61;56;53;25;164;50;180;22;96
1286;чфс-04042;5;582;129;133;70;45;48;26;167;45;173;21;100
1287;чфс-04046;5;563;130;132;70;52;53;24;167;50;177;22;81
1288;чфс-04054;5;565;130;131;73;50;52;26;171;52;181;21;95
1289;чфс-04056;5;568;130;132;64;55;52;25;176;53;188;21;83
1290;чфс-04066;5;563;130;132;65;52;50;24;170;52;188;22;105
1291;чфс-04076;5;564;130;133;70;54;62;25;174;55;188;21;93
1292;чфс-04082;5;560;131;133;65;52;48;24;169;51;188;22;108
1293;чфс-04084;5;556;130;132;68;52;53;23;166;52;179;21;101
1294;чфс-04088;5;566;130;132;58;53;50;24;173;52;181;21;93
1295;чфс-04092;5;580;129;131;62;60;52;26;166;53;175;21;85
1296;чфс-04096;5;561;129;131;61;57;56;24;177;52;181;21;94
1297;чфс-04102;5;564;130;132;63;47;43;25;163;52;177;21;85
1298;чфс-04104;5;563;130;131;61;58;56;24;177;53;184;21;83
1299;чфс-14110;5;560;129;131;65;58;60;26;182;55;184;22;106
1300;чфс-14112;5;571;129;133;63;59;60;23;178;56;181;21;88
1301;чфс-14116;5;576;129;132;58;54;53;22;175;52;182;21;102
1302;чфс-14120;5;570;128;131;63;58;55;24;182;57;185;21;87
1303;чфс-14128;5;575;128;130;66;55;56;25;182;55;185;21;94
1304;чфс-14132;5;560;128;131;62;60;54;23;170;55;175;22;98
1305;чфс-14134;5;570;127;130;58;56;57;25;165;56;181;22;97
1306;чфс-14136;5;561;129;132;66;65;59;26;171;52;180;22;98
1307;чфс-14140;5;568;129;132;63;50;51;23;165;54;177;21;97
1308;чфс-14142;5;551;128;130;62;52;50;24;165;48;177;21;110
1309;чфс-14146;5;557;128;130;61;60;52;25;167;55;173;21;96
1310;чфс-14148;5;551;127;130;63;61;58;25;178;56;182;21;84
1311;чфс-14154;5;561;127;129;61;58;56;24;158;46;175;21;85
1312;чфс-14156;5;575;130;130;62;60;53;26;166;52;175;21;101
1313;чфс-14158;5;577;129;130;69;52;54;27;167;51;175;21;99
1314;чфс-14160;5;568;128;130;62;60;51;25;168;54;174;21;101
1315;чфс-14164;5;559;128;130;61;58;47;24;165;52;177;21;85
1316;чфс-14168;5;553;128;131;64;66;58;24;171;50;179;21;91
1317;чфс-14172;5;562;128;131;62;59;54;25;170;51;179;21;106
1318;чфс-14178;5;570;130;131;62;61;59;25;175;56;180;21;107
1319;чфс-14302;5;566;128;130;62;60;57;26;180;57;183;21;109
1320;чфс-14304;5;565;128;130;61;57;58;25;179;53;182;21;106
1321;чфс-14322;5;569;128;131;64;65;58;26;170;50;177;21;93
1322;чфс-14324;5;565;127;130;63;60;57;24;172;58;184;21;102
1323;чфс-14328;5;567;129;131;58;53;50;26;175;50;180;21;109
1324;чфс-14336;5;552;129;131;63;54;59;22;178;55;186;21;82
1325;чфс-14338;5;551;129;131;63;61;52;25;180;56;186;21;97
1326;чфс-14340;5;554;128;130;63;58;55;25;171;56;180;21;90
1327;чфс-24004;5;551;128;131;61;63;55;24;169;55;180;21;91
1328;чфс-24012;5;558;127;130;63;61;52;23;166;53;177;21;85
1329;чфс-24014;5;527;128;131;59;55;53;24;173;52;181;21;95
1330;чфс-24020;5;521;128;131;60;58;59;23;170;59;182;21;110
1331;чфс-24022;5;552;127;130;59;54;53;24;174;53;178;22;108
1332;чфс-24024;5;551;129;131;63;62;54;23;172;55;179;22;96
1333;чфс-24028;5;560;128;131;66;64;63;24;177;59;185;22;101
1334;чфс-24032;5;561;128;130;65;59;54;25;167;55;175;21;101
1335;чфс-24038;5;555;129;132;62;54;58;25;179;57;185;21;89
1336;чфс-24046;5;559;128;131;63;59;57;24;178;53;184;21;104
1337;чфс-24306;5;537;127;130;59;55;51;25;175;52;180;21;106
1338;чфс-27029;5;574;121;131;58;59;46;25;165;52;187;21;101
1339;чфс-27103;5;573;125;128;65;50;52;26;182;54;199;21;93
1340;чфс-27107;5;587;128;130;55;51;48;27;172;48;177;21;88
1341;чфс-27121;5;585;128;135;65;62;50;26;166;50;186;22;96
1342;чфс-27131;5;570;130;135;63;61;52;25;175;50;182;21;103
1343;чфс-3138;5;500;127;129;60;59;52;49;166;52;172;20;109
1344;чфс-34124;5;510;124;127;59;57;56;26;169;50;178;21;102
1345;чфс-34126;3;490;124;128;57;56;55;22;175;50;177;20;93
1346;чфс-34128;3;488;127;130;60;50;49;24;160;48;178;20;83
1347;чфс-34130;3;481;124;128;58;59;52;23;166;51;172;20;101
